Num samples,Avg. Computation Time MPPI,Avg. Computation Time GP,Avg. Computation Time BNN

100,30.3030303030303,14.492753623188404,45.45454545454546
250,50.0,12.195121951219512,40.0
500,43.47826086956522,5.2356020942408374,33.333333333333336
750,29.41176470588235,3.546099290780142,30.3030303030303
1000,34.48275862068965,2.544529262086514,30.3030303030303
1250,35.714285714285715,1.8083182640144664,27.77777777777778
1500,27.027027027027028,1.3623978201634879,23.255813953488374
