Delta,Smoothness GP,Smoothness BNN

0.049999999999999996,0.0007035973297068394,0.004697465198395574
0.09999999999999999,0.00101215531290893,0.0033431054737567407
0.25,0.001108575131172475,0.0008661740622395583
0.5,0.002266897236843828,0.0004496367380068249
0.75,0.000981640302797733,0.0006529137641984047
1.0,0.000981640302797733,0.0005911691819464587
