Delta,Avg. Obstacle Dist GP,Avg. Obstacle Dist BNN

0.049999999999999996,2.517157793045044,8.014500617980957
0.09999999999999999,2.8517181873321533,4.147887706756592
0.25,2.5244123935699463,3.1546688079833984
0.5,3.8692662715911865,2.8277947902679443
0.75,2.700065851211548,2.866640090942383
1.0,2.700065851211548,2.7949435710906982
