Delta,Total Duration GP,Total Duration BNN

0.049999999999999996,88.82771611213684,20.506367921829224
0.09999999999999999,92.87347912788391,18.037166118621826
0.25,83.96950387954712,17.323599338531494
0.5,87.08414602279663,16.5179705619812
0.75,84.63166975975037,18.16973066329956
1.0,84.00788760185242,17.793583393096924
