Num samples,Smoothness MPPI,Smoothness GP,Smoothness BNN

100,0.12502647998509922,8.914421365464284,nan
250,0.09337151001195682,5.506483717614771,2.498973419914351
500,0.08185753125806768,6.297989657664839,1.1279578708304154
750,0.07854109595303639,6.053022639107087,0.7183229075954468
1000,0.07402300887175377,5.0704440510344755,0.9017114612730618
1250,0.07372483655204654,5.4635769481711405,0.8868260969127236
1500,0.07339610309297849,4.770232370457575,0.8637811123444056
