3,250,147.58539199829102,nan,150.12491941452026
3,500,147.22235202789307,nan,131.20129108428955
3,1000,147.49970436096191,nan,148.41859340667725
5,250,106.1776876449585,nan,158.83140563964844
5,500,156.5541386604309,nan,133.15179347991943
5,1000,107.64094591140747,nan,126.1767864227295
10,250,141.94707870483398,nan,148.03985357284546
10,500,141.55166149139404,nan,142.63290166854858
10,1000,141.76799058914185,nan,126.19025707244873
15,250,144.60268020629883,nan,147.1055030822754
15,500,144.8683738708496,nan,146.86654806137085
15,1000,144.496488571167,nan,145.2125906944275
