
3,250,1.3159514665603638,nan,1.3304733037948608
3,500,1.3147408962249756,nan,2.023672103881836
3,1000,1.315665602684021,nan,1.3219964504241943
5,250,1.8217271566390991,nan,1.7041136026382446
5,500,1.6813408136367798,nan,1.7715116739273071
5,1000,1.820438027381897,nan,1.7274078130722046
10,250,1.6268434524536133,nan,2.0813376903533936
10,500,1.6247135400772095,nan,1.9457576274871826
10,1000,1.6250629425048828,nan,2.027113676071167
15,250,1.8237794637680054,nan,1.8726509809494019
15,500,1.8263318538665771,nan,1.8448538780212402
15,1000,1.822190523147583,nan,1.8313337564468384
