
3,250,1.4758539199829102,nan,1.5012491941452026
3,500,1.4722235202789307,nan,1.3120129108428955
3,1000,1.4749970436096191,nan,1.4841859340667725
5,250,1.061776876449585,nan,1.5883140563964844
5,500,1.565541386604309,nan,1.3315179347991943
5,1000,1.0764094591140747,nan,1.261767864227295
10,250,1.4194707870483398,nan,1.4803985357284546
10,500,1.4155166149139404,nan,1.4263290166854858
10,1000,1.4176799058914185,nan,1.2619025707244873
15,250,1.4460268020629883,nan,1.471055030822754
15,500,1.448683738708496,nan,1.4686654806137085
15,1000,1.44496488571167,nan,1.452125906944275
