Num samples,Smoothness MPPI,Smoothness GP,Smoothness BNN
100,2.0917249261887708e-05,0.0022814017283318056,0.008023085256418927
250,2.0795099172289077e-05,0.0008174532015944967,0.006845109464731104
500,1.8735213255370722e-05,0.0010911299836685354,0.00042117220944357765
750,2.0484163649656776e-05,0.0007326635064692547,0.000413897908470127
1000,1.548424009144885e-05,0.0010289143477516002,0.0011526892919728555
1250,1.5936712921955907e-05,0.0009151423636617362,0.0002974749169546007
1500,2.0594420228334758e-05,0.0008231489561959758,0.0003066535593218313
