Num samples,Rejection Rate MPPI,Rejection Rate GP,Rejection Rate BNN
100,54.3812375249501,92.83832335329342,73.91017964071857
250,145.2554890219561,231.8183632734531,221.54690618762476
500,271.20758483033933,461.30139720558884,370.0179640718563
750,396.1337325349301,699.4810379241517,590.2914171656687
1000,562.5329341317365,937.9880239520958,741.0139720558882
1250,687.3493013972056,1170.6047904191616,939.1796407185628
1500,879.5668662674651,1413.562874251497,1144.0818363273454
