Num samples,Total Duration MPPI,Total Duration GP,Total Duration BNN
100,14.858827114105225,34.03150248527527,16.61051368713379
250,14.757293939590454,42.552475690841675,15.248331308364868
500,15.113962888717651,72.26320719718933,16.09491777420044
750,15.552417993545532,122.77539610862732,16.430238485336304
1000,15.124103784561157,192.2196021080017,17.02554702758789
1250,14.837352275848389,283.8834128379822,16.66329264640808
1500,17.03004479408264,379.31591534614563,21.25813603401184
