Num samples,Avg. Obs Dist MPPI,Avg. Obs Dist GP,Avg. Obs Dist BNN
100,2.7452125549316406,3.282081365585327,11.592609405517578
250,2.7628204822540283,2.898757219314575,75.64483642578125
500,2.7644054889678955,2.589776039123535,2.745450258255005
750,2.7546942234039307,2.7608344554901123,3.0004055500030518
1000,2.758434534072876,2.5744667053222656,2.862863540649414
1250,2.751812696456909,2.6672685146331787,2.937230110168457
1500,2.7755300998687744,2.87744140625,3.070941925048828
