Num samples,Total Duration MPPI,Total Duration GP,Total Duration BNN

100,14.850561618804932,34.05180764198303,14.923691511154175
250,14.55918836593628,40.98374342918396,15.068838357925415
500,16.123611211776733,71.0788459777832,15.51064920425415
750,15.146342992782593,119.63192701339722,16.0421462059021
1000,16.197208166122437,193.07697105407715,16.312740802764893
1250,14.956196069717407,280.56592869758606,16.453736543655396
1500,16.56835436820984,434.5014805793762,20.510172605514526
