Num samples,Avg. Obs Dist MPPI,Avg. Obs Dist GP,Avg. Obs Dist BNN
100,3.800537109375,11.394969940185547,6.120203018188477
250,3.7860593795776367,4.055670261383057,3.904777765274048
500,3.8299179077148438,3.96097469329834,4.0303635597229
750,3.7736167907714844,3.9111745357513428,8.789312362670898
1000,3.8122901916503906,3.899000883102417,319.77197265625
1250,3.531222105026245,3.897671699523926,3.884840965270996
1500,3.529043197631836,3.972630739212036,3.8881826400756836
