Num samples,Smoothness MPPI,Smoothness GP,Smoothness BNN

100,7.429360296740932e-05,0.008366485324620955,0.005126332651087558
250,6.17684518610639e-05,0.0008164370131569885,0.0006619495477755462
500,0.00010415327336648469,0.0008844385806764143,0.0004119135091114312
750,7.601785226613326e-05,0.0009778635534604739,0.00382962653815783
1000,0.00015642448664076922,0.0008279394713319265,0.0029238309767580526
1250,3.391968926593128e-05,0.0007198716710191655,0.0004257013826341546
1500,4.032504705942089e-05,0.0007886974833902357,0.0004721750241464268
