Delta,Avg. Obstacle Dist GP,Avg. Obstacle Dist BNN

0.049999999999999996,2.916717767715454,2.7796685695648193
0.09999999999999999,2.7548112869262695,2.603395462036133
0.25,2.898665189743042,2.729088544845581
0.5,3.232492685317993,2.6927034854888916
0.75,3.165217161178589,2.597660779953003
1.0,3.165217161178589,2.649426221847534
