Delta,Total Duration GP,Total Duration BNN

0.049999999999999996,71.72926473617554,16.258434295654297
0.09999999999999999,76.19937086105347,15.785051584243774
0.25,73.82953810691833,14.785165786743164
0.5,73.07745599746704,14.85199761390686
0.75,72.31923580169678,15.585218906402588
1.0,71.99376463890076,14.875624179840088
