Num samples,Avg. Computation Time MPPI,Avg. Computation Time GP,Avg. Computation Time BNN

100,27.77777777777778,15.873015873015873,43.47826086956522
250,43.47826086956522,10.416666666666666,20.408163265306122
500,45.45454545454546,7.246376811594202,31.25
750,40.0,3.663003663003663,28.57142857142857
1000,37.03703703703704,2.6737967914438503,28.57142857142857
1250,30.3030303030303,1.7271157167530227,25.0
1500,29.41176470588235,1.3368983957219251,23.255813953488374
