Num samples,Rejection Rate MPPI,Rejection Rate GP,Rejection Rate BNN
100,39.025948103792416,9.70259481037924,3.06187624750499
250,39.72295409181636,16.815169660678645,9.565668662674652
500,39.735728542914174,13.847105788423155,18.07385229540918
750,39.962741184298075,16.370459081836326,21.81636726546906
1000,40.16766467065868,24.108383233532933,25.81776447105788
1250,40.09740518962076,14.206307385229541,24.936526946107783
1500,39.970192947438456,15.0956753160346,23.761144377910846
