Num samples,Rejection Rate MPPI,Rejection Rate GP,Rejection Rate BNN
100,39.025948103792416,28.518962075848304,9.421157684630739
250,39.72295409181636,41.333333333333336,41.027544910179635
500,39.735728542914174,44.75528942115768,76.16686626746507
750,39.962741184298075,34.29274783765802,86.17325349301397
1000,40.16766467065868,43.42395209580839,84.36427145708582
1250,40.09740518962076,45.47001996007983,84.62435129740518
1500,39.970192947438456,44.96846307385229,79.96646706586827
