Num samples,Total Duration MPPI,Total Duration GP,Total Duration BNN

100,15.414883375167847,43.77300214767456,15.837851285934448
250,15.436326742172241,53.36366057395935,16.20393705368042
500,16.005401134490967,84.02237915992737,17.045393228530884
750,17.139124870300293,133.0880994796753,21.76566481590271
1000,18.55582022666931,200.1347885131836,24.67737627029419
1250,20.813205003738403,286.92837595939636,25.337891578674316
1500,24.35176420211792,385.2491590976715,32.13555288314819
