Num samples,Avg. Obs Dist MPPI,Avg. Obs Dist GP,Avg. Obs Dist BNN
100,2.1651251316070557,5.328751564025879,nan
250,2.152730703353882,30.3422794342041,528.8935546875
500,2.1487817764282227,2.981003999710083,27.967811584472656
750,2.1492507457733154,11.740612030029297,4.855478286743164
1000,2.147252082824707,2.621983528137207,2.5862066745758057
1250,2.154256582260132,2.578535795211792,2.4664571285247803
1500,2.1479990482330322,2.5416643619537354,2.428236484527588
