Delta,Smoothness GP,Smoothness BNN

0.049999999999999996,4.533854362441605,0.9550258994050532
0.09999999999999999,6.297989657664839,1.1279578708304154
0.25,8.245377626752358,1.7046702689679123
0.5,7.74387191327335,4.019640410041624
0.75,7.648795254339793,3.7421368130108714
1.0,7.648795254339793,7.177472677492232
