Num samples,Total Duration MPPI,Total Duration GP,Total Duration BNN

100,15.770955085754395,44.35018825531006,15.672427415847778
250,15.763842582702637,54.22628831863403,15.485045194625854
500,16.18147325515747,87.03863954544067,17.482807636260986
750,17.977585315704346,137.2381672859192,20.220078945159912
1000,19.27229142189026,199.93906354904175,25.002391815185547
1250,20.439165115356445,283.0147371292114,26.083097457885742
1500,23.47886300086975,382.3565483093262,29.519917249679565
