Num samples,Smoothness MPPI,Smoothness GP,Smoothness BNN

100,0.07196017510694096,9.267593790445387,2.8967905489631955
250,0.06432477131878754,6.610856284407663,1.6414733405015263
500,0.06440396128121506,6.655017468647002,1.1618914193628007
750,0.06216448396542353,7.245279091275164,1.0410756858775159
1000,0.061221244052052724,7.267673258667572,0.8794499721814715
1250,0.061295505762531795,6.51140831441218,0.7369898750306626
1500,0.06161166335266826,6.687453529763148,0.5433906892345327
