Num samples,Avg. Obs Dist MPPI,Avg. Obs Dist GP,Avg. Obs Dist BNN

100,6.249765872955322,7.254540920257568,5.821197509765625
250,6.23997163772583,7.189847469329834,6.372359752655029
500,6.237990856170654,7.021465301513672,5.979946136474609
750,6.24848747253418,5.850581645965576,6.189441204071045
1000,6.249318599700928,5.9805474281311035,5.998014450073242
1250,6.251837253570557,6.006073474884033,6.52965784072876
1500,6.249383449554443,6.510488510131836,6.237954616546631
