
3,circle,39.75528942115768,0.0,38.647504990019954
3,diagonal,1.4379241516966068,0.19920159680638724,1.1972055888223552
3,sine,20.88502994011976,0.0,21.314570858283435
5,circle,0.0,0.0,0.0
5,diagonal,1.4383233532934132,0.19920159680638724,1.1972055888223552
5,sine,0.0,0.0,0.0
10,circle,39.7560878243513,0.0,23.92055888223553
10,diagonal,1.8343313373253494,0.19920159680638724,1.1972055888223552
10,sine,20.508183632734532,0.0,21.21556886227545
15,circle,39.734530938123754,0.0,32.53173652694611
15,diagonal,2.6283433133732537,0.19920159680638724,2.3948103792415165
15,sine,20.617165668662672,0.0,8.246706586826349
