
3,circle,False,False,False
3,diagonal,False,False,False
3,sine,False,False,False
5,circle,False,False,False
5,diagonal,False,False,False
5,sine,False,False,False
10,circle,False,False,False
10,diagonal,False,False,False
10,sine,False,False,False
15,circle,False,False,False
15,diagonal,False,False,False
15,sine,False,False,False
